position,title,link,authors,publications
162,A nozzle selection heuristic to optimise the hybrid pick and place machine,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:vV6vV6tmYwMC,"M Ayob, G Kendall","IEEE Conference on Cybernetics and Intelligent Systems, 2004. 2, 1260-1265, 2004"
163,Scripting the game of Lemmings with a genetic algorithm,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:RGFaLdJalmkC,"G Kendall, K Spoerer","Evolutionary Computation, 2004. CEC2004. Congress on 1, 117-124 Vol. 1, 2004"
164,"Genetic and evolutionary computation–GECCO 2003, part II, Volume 2724 of Lecture Notes in Computer Science",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:dfsIfKJdRG4C,"E Cantu-Paz, JA Foster, K Deb, L Davis, R Roy, UM O’Reilly, HG Beyer, ...","Springer, 2003"
165,A hyperheuristic methodology to generate adaptive strategies for games,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:WC23djZS0W4C,"J Li, G Kendall","IEEE Transactions on Computational Intelligence and AI in Games 9 (1), 1-10, 2015"
166,Applying Evolutionary Algorithms and the No Fit Polygon to the a Nesting Problem.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:BKYZGPsuSFYC,"EK Burke, G Kendall","IC-AI, 51-57, 1999"
167,Towards the decathlon challenge of search heuristics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:p2g8aNsByqUC,"EK Burke, T Curtois, G Kendall, M Hyde, G Ochoa, JA Vazquez-Rodriguez","Proceedings of the 11th Annual Conference Companion on Genetic and …, 2009"
168,Evolving tiles for automated self-assembly design,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:lSLTfruPkqcC,"G Terrazas, M Gheorghe, G Kendall, N Krasnogor","2007 IEEE Congress on Evolutionary Computation, 2001-2008, 2007"
169,"A survey of university course timetabling problem: perspectives, trends and opportunities",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:lL5f5cZgq8MC,"MC Chen, SL Goh, NR Sabar, G Kendall","IEEE Access 9, 106515-106529, 2021"
170,An effective hybrid local search approach for the post enrolment course timetabling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:CB6W3GmKGOEC,"SL Goh, G Kendall, NR Sabar, S Abdullah","Opsearch 57 (4), 1131-1163, 2020"
171,Maintaining regularity and generalization in data using the minimum description length principle and genetic algorithm: Case of grammatical inference,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:kWvqk_afx_IC,"HM Pandey, A Chaudhary, D Mehrotra, G Kendall","Swarm and Evolutionary Computation 31, 11-23, 2016"
172,Enumerating knight's tours using an ant colony algorithm,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:ldfaerwXgEUC,"P Hingston, G Kendall","Evolutionary Computation, 2005. The 2005 IEEE Congress on 2, 1003-1010 Vol. 2, 2005"
173,Solving the fixed channel assignment problem in cellular communications using an adaptive local search,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:u_35RYKgDlwC,"G Kendall, M Mohamad","the 5th International Conference on the Practice and Theory of Automated …, 2004"
174,An Investigation of An Adaptive Scheduling Approach for Multi Head Placement Machines,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:maZDTaKrznsC,"M Ayob, G Kendall","Proc. 1st Multidisciplinary Int’l Conf. on Scheduling: Theory and …, 2003"
175,Evaluation of two dimensional bin packing problem using the no fit polygon,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:LjlpjdlvIbIC,"EK Burke, G Kendall","Proceedings of the 26th International Conference on Computers and Industrial …, 1999"
176,An improved adaptive memetic differential evolution optimization algorithms for data clustering problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:uGrg30pLAbkC,"HMJ Mustafa, M Ayob, MZA Nazri, G Kendall","PloS one 14 (5), e0216906, 2019"
177,Using an evolutionary algorithm for the tuning of a chess evaluation function based on a dynamic boundary strategy,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:a0OBvERweLwC,"H Nasreddine, HS Poh, G Kendall","2006 IEEE Conference on Cybernetics and Intelligent Systems, 1-6, 2006"
178,Multi-method algorithms: Investigating the entity-to-algorithm allocation problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:OR75R8vi5nAC,"J Grobler, AP Engelbrecht, G Kendall, VSS Yadavalli","2013 IEEE Congress on Evolutionary Computation, 570-577, 2013"
179,Investigating the impact of alternative evolutionary selection strategies on multi-method global optimization,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:URolC5Kub84C,"J Grobler, AP Engelbrecht, G Kendall, VSS Yadavalli","2011 IEEE Congress of Evolutionary Computation (CEC), 2337-2344, 2011"
180,An ant algorithm hyper-heuristic,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:fPk4N6BV_jEC,"E Burke, G Kendall, RFJ O’Brien, D Redrup, E Soubeiga","Proceedings of the Fifth Metaheuristics International Conference (MIC 2003 …, 2003"
181,The general combinatorial optimization problem: Towards automated algorithm design,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:wTekDMGr9GkC,"R Qu, G Kendall, N Pillay","IEEE Computational Intelligence Magazine 15 (2), 14-23, 2020"
182,The effects of extra-somatic weapons on the evolution of human cooperation towards non-kin,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:2tRrZ1ZAMYUC,"T Phillips, J Li, G Kendall","PloS one 9 (5), e95742, 2014"
183,Universiti Malaysia Pahang examination timetabling problem: scheduling invigilators,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:4hFrxpcac9AC,"M Kahar, G Kendall","Journal of the Operational Research Society 65 (2), 214-226, 2014"
184,Providing a memory mechanism to enhance the evolutionary design of heuristics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:P5F9QuxV20EC,"EK Burke, M Hyde, G Kendall","Proceedings of the IEEE World Congress on Computational Intelligence (WCCI …, 2010"
185,An iterated local search algorithm for the team orienteering problem with variable profits,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:dJ_BR67V0s4C,"A Gunawan, KM Ng, G Kendall, J Lai","Engineering Optimization 50 (7), 1148-1163, 2018"
186,Introducing individual and social learning into evolutionary checkers,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:i2xiXl-TujoC,"B Al-Khateeb, G Kendall","IEEE Transactions on Computational Intelligence and AI in Games 4 (4), 258-269, 2012"
187,Ant Colonies Discover Knight’s Tours,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:WZBGuue-350C,"P Hingston, G Kendall","Australasian Joint Conference on Artificial Intelligence, 1213-1218, 2004"
188,"Handbook of Metaheuristics, volume 57 of International Series in Operations Research & Management Science",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:dBzKUGQurMsC,"H Lourenço, O Martin, T Stützle, F Glover, G Kochenberger","Kluwer Academic Publishers, Boston, 2003"
189,Shrimp feed formulation via evolutionary algorithm with power heuristics for handling constraints,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:LNjCCq68lIgC,"RA Rahman, G Kendall, R Ramli, Z Jamari, KR Ku-Mahamud","Complexity 2017, 2017"
190,Investigating the use of local search for improving meta-hyper-heuristic performance,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:e_rmSamDkqQC,"J Grobler, AP Engelbrecht, G Kendall, VSS Yadavalli","2012 IEEE Congress on Evolutionary Computation, 1-8, 2012"
191,Ghost direction detection and other innovations for Ms. Pac-Man,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:tS2w5q8j5-wC,"N Bell, X Fang, R Hughes, G Kendall, E O'Reilly, S Qiu","Proceedings of the 2010 IEEE Conference on Computational Intelligence and …, 2010"
192,Automated tile design for self-assembly conformations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:g5m5HwL7SMYC,"G Terrazas, N Krasnogor, G Kendall, M Gheorghe","Evolutionary Computation, 2005. The 2005 IEEE Congress on 2, 1808-1814 Vol. 2, 2005"
193,Optimisation in a road traffic system using collaborative search,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:yD5IFk8b50cC,"N Hallam, M Hartley, P Blanchfield, G Kendall","Systems, Man and Cybernetics, 2004 IEEE International Conference on 2, 2008 …, 2004"
194,Making airline schedules more robust,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:HbR8gkJAVGIC,"F Bian, EK Burke, S Jain, G Kendall, GM Koole, JDL Silva, J Mulder, ...","Proceedings of the first Multidisciplinary International Conference on …, 2003"
195,Addressing examination timetabling problem using a partial exams approach in constructive and improvement,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:FKYJxdYMdFIC,"AK Mandal, MNM Kahar, G Kendall","Computation 8 (2), 46, 2020"
196,Managing university-industry collaborations in Malaysia by examining its critical success factors: a dyadic approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:oi2SiIJ9l4AC,"ASV Yee, AL Chong, G Kendall","World Review of Business Research 5 (3), 213-230, 2015"
197,Effect of look-ahead depth in evolutionary checkers,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:Dip1O2bNi0gC,"B Al-Khateeb, G Kendall","Journal of Computer Science and Technology 27 (5), 996-1006, 2012"
198,A parallel branch-and-bound approach to the rectangular guillotine strip cutting problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:0KyAp5RtaNEC,"S Bąk, J Błażewicz, G Pawlak, M Płaza, EK Burke, G Kendall","INFORMS Journal on Computing 23 (1), 15-25, 2011"
199,An efficient guided local search approach for service network design problem with asset balancing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:LPZeul_q3PIC,"R Bai, G Kendall, J Li","2010 International Conference on Logistics Systems and Intelligent …, 2010"
200,Measuring the robustness of airline fleet schedules,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=100&pagesize=100&citation_for_view=VjJm3zYAAAAJ:uWiczbcajpAC,"F Bian, EK Burke, S Jain, G Kendall, GM Koole, JD Landa Silva, J Mulder, ...","Multidisciplinary scheduling: theory and applications, 381-392, 2005"
201,Bird mating optimizer for combinatorial optimization problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:PcT55Ow6fAIC,"A Arram, M Ayob, G Kendall, A Sulaiman","IEEE Access 8, 96845-96858, 2020"
202,Regulators as agents: Modelling personality and power as evidence is brokered to support decisions on environmental risk,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:fFSKOagxvKUC,"GJ Davies, G Kendall, E Soane, J Li, SA Rocks, SR Jude, SJT Pollard","Science of the total environment 466, 74-83, 2014"
203,Classifying in the presence of uncertainty: A DCA perspective,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:XiSMed-E-HIC,"R Oates, G Kendall, J Garibaldi","Artificial Immune Systems, 75-87, 2010"
204,The iterated Prisoner’s Dilemma: 20 years on,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:Cy13deThEpcC,"SY Chong, J Humble, G Kendall, J Li, X Yao","Advances in Natural Competition 4, 1-22, 2007"
205,Learning with imperfections-a multi-agent neural-genetic trading system with differing levels of social learning,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:cFHS6HbyZ2cC,"G Kendall, Y Su","Cybernetics and Intelligent Systems, 2004 IEEE Conference on 1, 47-52 vol. 1, 2004"
206,An investigation of an evolutionary approach to the opening of Go,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:35N4QoGY0k4C,"G Kendall, R Yaakob, P Hingston","Evolutionary Computation, 2004. CEC2004. Congress on 2, 2052-2059 Vol. 2, 2004"
207,Hybrid particle swarm optimization with particle elimination for the high school timetabling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:S0RksyIsHSIC,"JS Tan, SL Goh, S Sura, G Kendall, NR Sabar","Evolutionary Intelligence 14 (4), 1915-1930, 2021"
208,The combined effect of optimal control and swarm intelligence on optimization of cancer chemotherapy,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:qQc65DSaYXMC,"O Shindi, J Kanesan, G Kendall, A Ramanathan","Computer Methods and Programs in Biomedicine 189, 105327, 2020"
209,Monte carlo tree search in finding feasible solutions for course timetabling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:INdAjOZKYREC,"SL Goh, G Kendall, NR Sabar","Int J Adv Sci Eng Inf Technol 9 (6), 1936, 2019"
210,Is Evolutionary Computation evolving fast enough?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:xckinRaLORAC,G Kendall,"IEEE Computational Intelligence Magazine 13 (2), 42-51, 2018"
211,Artificial immune algorithm in solving the channel assignment task,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:1yWc8FF-_SYC,"SI Suliman, G Kendall, I Musirin","2014 IEEE International Conference on Control System, Computing and …, 2014"
212,A simulated annealing hyper-heuristic: Adaptive heuristic selection for different vehicle routing problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:FPJr55Dyh1AC,"R Bai, EK Burke, M Gendreau, G Kendall","Proc. of the 3rd Multidisciplinary Int. Conf. on Scheduling: Theory and …, 2007"
213,An iterative re-start variable neighbourhood search for the examination timetabling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:_xSYboBqXhAC,"M Ayob, EK Burke, G Kendall","Practice and Theory of Automated Timetabling. LNCS 1153, 336-344, 2006"
214,Vehicle routing: Review of benchmark datasets,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:xEMdJR0kL_sC,"A Gunawan, G Kendall, B McCollum, HV Seow, LS Lee","Journal of the Operational Research Society 72 (8), 1794-1807, 2021"
215,Aircraft landing problem using hybrid differential evolution and simple descent algorithm,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:jgBuDB5drN8C,"NR Sabar, G Kendall","2014 IEEE Congress on Evolutionary Computation (CEC), 520-527, 2014"
216,Mobile games with intelligence: A killer application?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:yMeIxYmEMEAC,"P Hingston, CB Congdon, G Kendall","2013 IEEE Conference on Computational Inteligence in Games (CIG), 1-7, 2013"
217,Introducing a round robin tournament into evolutionary individual and social learning checkers,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:9Nmd_mFXekcC,"B Al-Khateeb, G Kendall","2011 Developments in E-systems Engineering, 294-299, 2011"
218,Hybrid heuristic for multi-carrier transportation plans,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:_Re3VWB3Y0AC,"D Landa-Silva, Y Wang, P Donovan, G Kendall",
219,"The implementation of a novel, bio-inspired, robotic security system",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:k8Z6L05lTy4C,"R Oates, M Milford, G Wyeth, G Kendall, JM Garibaldi","2009 IEEE International Conference on Robotics and Automation, 1875-1880, 2009"
220,Maximising stadium attendance: A case study of Malaysian football,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:J-pR_7NvFogC,"NHA Hamid, G Kendall","Proceedings of the 7th International Conference on the Practice and Theory …, 2008"
221,Evaluating the performance of a EuroDivisia index using artificial intelligence techniques,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:1sJd4Hv_s6UC,"JM Binner, AM Gazely, G Kendall","International Journal of Automation and Computing 5 (1), 58-62, 2008"
222,Distributed examination timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:abG-DnoFyZgC,"E Kaplansky, G Kendall, A Meisels, N Hussin","Proc. of the 5th International Conference of the Practice and Theory of …, 2004"
223,A path-oriented encoding evolutionary algorithm for network coding resource minimization,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:3htObqc8RwsC,"H Xing, R Qu, G Kendall, R Bai","Journal of the Operational Research Society 65 (8), 1261-1277, 2014"
224,Automated code generation by local search,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:FAceZFleit8C,"MR Hyde, EK Burke, G Kendall","Journal of the Operational Research Society 64 (12), 1725-1741, 2013"
225,Evolutionary stability of discriminating behaviors with the presence of kin cheaters,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:NXb4pA-qfm4C,"J Li, G Kendall","IEEE Transactions on Cybernetics 43 (6), 2044-2053, 2013"
226,Evolutionary strategies; A new macroeconomic policy tool?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:KxtntwgDAa4C,"G Kendall, JM Binner, AM Gazely","Modeling and control of economic systems 2001:(SME 2001): a proceedings …, 2003"
227,Scholarly sports: Influence of social science academe on sports rules and policy,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:pcWPcJyQGiUC,"LJA Lenten, G Kendall","Journal of the Operational Research Society, 1-11, 2021"
228,Do film festivals attract tourists?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:OkrdTXRNpVkC,"G Kendall, JHT Chan, MCH Yeung, KK Law","Current Issues in Tourism 24 (11), 1482-1486, 2021"
229,Soft clustering-based scenario bundling for a progressive hedging heuristic in stochastic service network design,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:uQdrZ3qaPmcC,"X Jiang, R Bai, SW Wallace, G Kendall, D Landa-Silva","Computers & Operations Research 128, 105182, 2021"
230,Scheduling the English football league with a multi-objective evolutionary algorithm,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:ubry08Y2EpUC,"L While, G Kendall","International Conference on Parallel Problem Solving from Nature, 842-851, 2014"
231,Using harmony search with multiple pitch adjustment operators for the portfolio selection problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:zCSUwVk65WsC,"NR Sabar, G Kendall","2014 IEEE Congress on Evolutionary Computation (CEC), 499-503, 2014"
232,Scheduling English football fixtures: consideration of two conflicting objectives,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:BrmTIyaxlBUC,"G Kendall, B McCollum, FRB Cruz, P McMullan, L While","Hybrid Metaheuristics, 369-385, 2013"
233,Collective behavior and kin selection in evolutionary iterated prisoner’s dilemma,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:W5xh706n7nkC,"J Li, G Kendall","Journal of Multiple-Valued Logic and Soft Computing 16 (6), 509-525, 2010"
234,Introducing a round robin tournament into Blondie24,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:bFI3QPDXJZMC,"B Al-Khateeb, G Kendall","2009 IEEE Symposium on Computational Intelligence and Games, 112-116, 2009"
235,Document zone content classification for technical document images using artificial neural networks and suPport vector machines,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:5ugPr518TE4C,"Z Ibrahim, D Isa, R Rajkumar, G Kendall","2009 Second International Conference on the Applications of Digital …, 2009"
236,A genetic programming hyperheuristic approach for evolving two dimensional strip packing heuristics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:Hck25ST_3aIC,"EK Burke, MR Hyde, G Kendall, J Woodward","ASAP research group, 2008"
237,The limitations of frequency analysis for dendritic cell population modelling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:f2IySw72cVMC,"R Oates, G Kendall, J Garibaldi","Artificial Immune Systems, 328-339, 2008"
238,"Opponent Modelling, Evolution, and the Iterated Prisoner's Dilemma",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:8AbLer7MMksC,"P Hingston, D Dyer, L Barone, T French, G Kendall","The Iterated Prisoner's Dilemma: Celebrating the 20th Anniversary, World …, 2007"
239,Solving multi-objective optimisation problems using the potential pareto regions evolutionary algorithm,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:pyW8ca7W8N0C,"N Hallam, G Kendall, P Blanchfield","Parallel Problem Solving from Nature-PPSN IX, 503-512, 2006"
240,Investigation of an adaptive cribbage player,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:b0M2c_1WBrUC,"G Kendall, S Shaw","Computers and Games, 29-41, 2003"
241,Population-Based Iterated Local Search Approach for Dynamic Vehicle Routing Problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:w_ORaKkuc5QC,"NR Sabar, SL Goh, A Turky, G Kendall","IEEE Transactions on Automation Science and Engineering, 2021"
242,A hybrid differential evolution algorithm–game theory for the berth allocation problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=200&pagesize=100&citation_for_view=VjJm3zYAAAAJ:7Hz3ACDFbsoC,"NR Sabar, SY Chong, G Kendall","Proceedings of the 18th Asia Pacific Symposium on Intelligent and …, 2015"
